ticket,order,time,time_msc,type,entry,magic,position_id,reason,volume,price,commission,swap,profit,fee,symbol,comment,external_id
3357672193,0,1740568592,1740568592779,2,0,0,0,0,0.0,0.0,0.0,0.0,100000.0,0.0,,,
3365080444,3408192541,1740658200,1740658200546,0,0,1001,3408192541,3,0.01,1.04784,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3365081784,3408193870,1740658210,1740658210924,0,0,1001,3408193870,3,0.01,1.04784,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3365083716,3408195741,1740658221,1740658221280,0,0,1001,3408195741,3,0.01,1.04788,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3365085040,3408197349,1740658231,1740658231657,0,0,1001,3408197349,3,0.01,1.04789,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3365789956,3408951673,1740664620,1740664620910,0,0,1001,3408951673,3,0.01,1.04782,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3365790915,3408952789,1740664631,1740664631096,0,0,1001,3408952789,3,0.01,1.04783,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3366030374,3409215776,1740666949,1740666949155,1,0,0,3409215776,0,0.01,1.04811,0.0,0.0,0.0,0.0,EURUSD,,
3366033160,3409218681,1740666971,1740666971664,1,1,0,3408951673,0,0.01,1.04813,0.0,0.0,0.31,0.0,EURUSD,,
3366033695,3409219230,1740666976,1740666976271,1,1,0,3408952789,0,0.01,1.04811,0.0,0.0,0.28,0.0,EURUSD,,
3366038178,3409224448,1740667008,1740667008913,0,1,0,3409215776,0,0.01,1.04804,0.0,0.0,0.07,0.0,EURUSD,,
3366038590,3409225123,1740667013,1740667013845,1,1,0,3408197349,0,0.01,1.04807,0.0,0.0,0.18,0.0,EURUSD,,
3366039185,3409225782,1740667020,1740667020586,1,1,0,3408195741,0,0.01,1.04805,0.0,0.0,0.17,0.0,EURUSD,,
3366039500,3409226164,1740667023,1740667023913,1,1,0,3408192541,0,0.01,1.04804,0.0,0.0,0.2,0.0,EURUSD,,
3366039905,3409226567,1740667027,1740667027306,1,1,0,3408193870,0,0.01,1.04805,0.0,0.0,0.21,0.0,EURUSD,,
3366066354,3409255379,1740667302,1740667302870,0,0,1001,3409255379,3,0.01,1.04804,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3366102043,3409294710,1740667582,1740667582552,0,0,1001,3409294710,3,0.01,1.0481,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3366102980,3409295779,1740667592,1740667592721,0,0,1001,3409295779,3,0.01,1.04816,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3366103970,3409296959,1740667602,1740667602892,0,0,1001,3409296959,3,0.01,1.04815,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3366105004,3409298045,1740667613,1740667613061,0,0,1001,3409298045,3,0.01,1.04803,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3366106182,3409299329,1740667623,1740667623231,0,0,1001,3409299329,3,0.01,1.048,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3366106504,3409299780,1740667625,1740667625365,1,1,0,3409299329,0,0.01,1.048,0.0,0.0,0.0,0.0,EURUSD,,
3366106752,3409300019,1740667627,1740667627876,1,1,0,3409298045,0,0.01,1.04799,0.0,0.0,-0.04,0.0,EURUSD,,
3366107015,3409300328,1740667629,1740667629445,1,1,0,3409296959,0,0.01,1.048,0.0,0.0,-0.15,0.0,EURUSD,,
3366107123,3409300596,1740667630,1740667630923,1,1,0,3409295779,0,0.01,1.048,0.0,0.0,-0.16,0.0,EURUSD,,
3366107232,3409300709,1740667632,1740667632788,1,1,0,3409294710,0,0.01,1.048,0.0,0.0,-0.1,0.0,EURUSD,,
3366107284,3409300761,1740667633,1740667633408,0,0,1001,3409300761,3,0.01,1.04801,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3366107361,3409300834,1740667633,1740667633988,1,1,0,3409255379,0,0.01,1.048,0.0,0.0,-0.04,0.0,EURUSD,,
3366122259,3409318178,1740667780,1740667780972,0,0,1001,3409318178,3,0.01,1.04811,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3366123323,3409319623,1740667791,1740667791216,0,0,1001,3409319623,3,0.01,1.04808,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3366124432,3409320742,1740667801,1740667801394,0,0,1001,3409320742,3,0.01,1.04804,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3366125482,3409321807,1740667811,1740667811577,0,0,1001,3409321807,3,0.01,1.04796,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3366126418,3409322797,1740667821,1740667821755,0,0,1001,3409322797,3,0.01,1.04792,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3366127447,3409323886,1740667831,1740667831934,0,0,1001,3409323886,3,0.01,1.04796,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3366128438,3409324915,1740667842,1740667842134,0,0,1001,3409324915,3,0.01,1.04794,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3366129351,3409326023,1740667852,1740667852468,0,0,1001,3409326023,3,0.01,1.04789,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3366131410,3409328071,1740667862,1740667862645,0,0,1001,3409328071,3,0.01,1.04788,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3366134533,3409331410,1740667883,1740667883007,0,0,1001,3409331410,3,0.01,1.04788,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3366170304,3409371746,1740668197,1740668197085,1,1,0,3409300761,0,0.01,1.04773,0.0,0.0,-0.28,0.0,EURUSD,,
3366170522,3409371919,1740668198,1740668198255,0,0,1001,3409371919,3,0.01,1.04774,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3366170535,3409371932,1740668198,1740668198341,1,1,0,3409318178,0,0.01,1.04773,0.0,0.0,-0.38,0.0,EURUSD,,
3366170663,3409372069,1740668199,1740668199391,1,1,0,3409319623,0,0.01,1.04773,0.0,0.0,-0.35,0.0,EURUSD,,
3366170808,3409372226,1740668200,1740668200929,1,1,0,3409320742,0,0.01,1.04774,0.0,0.0,-0.3,0.0,EURUSD,,
3366170905,3409372336,1740668202,1740668202599,1,1,0,3409321807,0,0.01,1.0477,0.0,0.0,-0.26,0.0,EURUSD,,
3366171248,3409372805,1740668205,1740668205581,1,1,0,3409322797,0,0.01,1.04777,0.0,0.0,-0.15,0.0,EURUSD,,
3366171427,3409373015,1740668206,1740668206741,1,1,0,3409323886,0,0.01,1.04766,0.0,0.0,-0.3,0.0,EURUSD,,
3366171594,3409373185,1740668208,1740668208053,1,1,0,3409324915,0,0.01,1.04768,0.0,0.0,-0.26,0.0,EURUSD,,
3366171674,3409373257,1740668208,1740668208437,0,0,1001,3409373257,3,0.01,1.04766,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3366171801,3409373388,1740668209,1740668209127,1,1,0,3409326023,0,0.01,1.04768,0.0,0.0,-0.21,0.0,EURUSD,,
3366172062,3409373663,1740668210,1740668210259,1,1,0,3409328071,0,0.01,1.04769,0.0,0.0,-0.19,0.0,EURUSD,,
3366172199,3409373907,1740668211,1740668211317,1,1,0,3409331410,0,0.01,1.04767,0.0,0.0,-0.21,0.0,EURUSD,,
3366172457,3409374152,1740668212,1740668212285,1,1,0,3409371919,0,0.01,1.04777,0.0,0.0,0.03,0.0,EURUSD,,
3366173416,3409375068,1740668218,1740668218608,0,0,1001,3409375068,3,0.01,1.04769,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3366174753,3409376510,1740668228,1740668228782,0,0,1001,3409376510,3,0.01,1.04778,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3366176039,3409378116,1740668238,1740668238951,0,0,1001,3409378116,3,0.01,1.04773,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3366177138,3409379540,1740668249,1740668249132,0,0,1001,3409379540,3,0.01,1.04773,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3366178165,3409380681,1740668259,1740668259292,0,0,1001,3409380681,3,0.01,1.04777,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3366179118,3409381854,1740668269,1740668269456,0,0,1001,3409381854,3,0.01,1.04786,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3366180326,3409383105,1740668279,1740668279626,0,0,1001,3409383105,3,0.01,1.04781,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3366182357,3409385385,1740668299,1740668299963,0,0,1001,3409385385,3,0.01,1.04782,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3366183573,3409386916,1740668310,1740668310172,0,0,1001,3409386916,3,0.01,1.0478,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3366184870,3409388359,1740668320,1740668320528,0,0,1001,3409388359,3,0.01,1.04779,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3366186001,3409389807,1740668330,1740668330725,0,0,1001,3409389807,3,0.01,1.04781,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3366187147,3409391137,1740668340,1740668340890,0,0,1001,3409391137,3,0.01,1.04777,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3366207538,3409414035,1740668513,1740668513832,1,1,0,3409391137,0,0.01,1.04768,0.0,0.0,-0.09,0.0,EURUSD,,
3366207680,3409414140,1740668514,1740668514541,1,1,0,3409388359,0,0.01,1.04769,0.0,0.0,-0.1,0.0,EURUSD,,
3366207790,3409414258,1740668515,1740668515312,1,1,0,3409385385,0,0.01,1.04768,0.0,0.0,-0.14,0.0,EURUSD,,
3366207862,3409414334,1740668516,1740668516039,1,1,0,3409386916,0,0.01,1.04769,0.0,0.0,-0.11,0.0,EURUSD,,
3366207907,3409414388,1740668516,1740668516692,1,1,0,3409381854,0,0.01,1.04772,0.0,0.0,-0.14,0.0,EURUSD,,
3366207944,3409414428,1740668517,1740668517352,1,1,0,3409383105,0,0.01,1.04772,0.0,0.0,-0.09,0.0,EURUSD,,
3366208016,3409414500,1740668517,1740668517898,1,1,0,3409380681,0,0.01,1.04771,0.0,0.0,-0.06,0.0,EURUSD,,
3366208080,3409414580,1740668519,1740668519234,1,1,0,3409376510,0,0.01,1.04772,0.0,0.0,-0.06,0.0,EURUSD,,
3366208131,3409414662,1740668519,1740668519821,1,1,0,3409379540,0,0.01,1.04774,0.0,0.0,0.01,0.0,EURUSD,,
3366208187,3409414815,1740668520,1740668520391,1,1,0,3409389807,0,0.01,1.04774,0.0,0.0,-0.07,0.0,EURUSD,,
3366209042,3409415970,1740668528,1740668528010,1,1,0,3409378116,0,0.01,1.04773,0.0,0.0,0.0,0.0,EURUSD,,
3366209076,3409416008,1740668528,1740668528546,1,1,0,3409375068,0,0.01,1.04777,0.0,0.0,0.08,0.0,EURUSD,,
3366209099,3409416038,1740668529,1740668529142,1,1,0,3409373257,0,0.01,1.04778,0.0,0.0,0.12,0.0,EURUSD,,
3366237139,3409445986,1740668770,1740668770058,0,0,1001,3409445986,3,0.01,1.04756,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3366238314,3409447375,1740668780,1740668780233,0,0,1001,3409447375,3,0.01,1.04755,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3366239759,3409448933,1740668790,1740668790423,0,0,1001,3409448933,3,0.01,1.04756,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3366241247,3409450304,1740668800,1740668800635,0,0,1001,3409450304,3,0.01,1.04753,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3366242342,3409451460,1740668810,1740668810806,0,0,1001,3409451460,3,0.01,1.04755,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3366488654,3409705541,1740670592,1740670592609,1,1,1001,3409445986,4,0.01,1.04656,0.0,0.0,-1.0,0.0,EURUSD,[sl 1.04656],
3366488655,3409705542,1740670592,1740670592609,1,1,1001,3409448933,4,0.01,1.04656,0.0,0.0,-1.0,0.0,EURUSD,[sl 1.04656],
3366489259,3409706165,1740670595,1740670595546,1,1,1001,3409447375,4,0.01,1.04655,0.0,0.0,-1.0,0.0,EURUSD,[sl 1.04655],
3366489268,3409706169,1740670595,1740670595552,1,1,1001,3409451460,4,0.01,1.04655,0.0,0.0,-1.0,0.0,EURUSD,[sl 1.04655],
3366515306,3409733298,1740670802,1740670802830,1,1,1001,3409450304,4,0.01,1.04653,0.0,0.0,-1.0,0.0,EURUSD,[sl 1.04653],
3366955735,3410177131,1740674228,1740674228484,0,0,1001,3410177131,3,0.01,1.04262,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3366956825,3410178211,1740674238,1740674238750,0,0,1001,3410178211,3,0.01,1.04259,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3366957840,3410179230,1740674249,1740674249005,0,0,1001,3410179230,3,0.01,1.0426,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3366960218,3410181587,1740674269,1740674269574,0,0,1001,3410181587,3,0.01,1.04255,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3366961736,3410183118,1740674279,1740674279845,0,0,1001,3410183118,3,0.01,1.04246,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3367209650,3410428892,1740675228,1740675228927,1,1,1001,3410177131,4,0.01,1.04162,0.0,0.0,-1.0,0.0,EURUSD,[sl 1.04162],
3367209730,3410428967,1740675229,1740675229348,1,1,1001,3410179230,4,0.01,1.0416,0.0,0.0,-1.0,0.0,EURUSD,[sl 1.04160],
3367219239,3410438469,1740675288,1740675288945,0,0,1001,3410438469,3,0.01,1.04165,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3367220493,3410439742,1740675297,1740675297281,1,1,1001,3410178211,4,0.01,1.04159,0.0,0.0,-1.0,0.0,EURUSD,[sl 1.04159],
3367220868,3410440110,1740675299,1740675299218,0,0,1001,3410440110,3,0.01,1.04163,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3367222988,3410442187,1740675309,1740675309644,0,0,1001,3410442187,3,0.01,1.04169,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3367225519,3410444756,1740675326,1740675326124,1,1,1001,3410181587,4,0.01,1.04155,0.0,0.0,-1.0,0.0,EURUSD,[sl 1.04155],
3367226147,3410445384,1740675329,1740675329937,0,0,1001,3410445384,3,0.01,1.04167,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3367230112,3410449358,1740675360,1740675360849,1,1,1001,3410183118,4,0.01,1.04146,0.0,0.0,-1.0,0.0,EURUSD,[sl 1.04146],
3367231669,3410450891,1740675370,1740675370347,0,0,1001,3410450891,3,0.01,1.0416,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3367643817,3410865321,1740678712,1740678712234,1,1,0,3410438469,0,0.01,1.04124,0.0,0.0,-0.41,0.0,EURUSD,,
3367644196,3410865688,1740678714,1740678714975,1,1,0,3410440110,0,0.01,1.04127,0.0,0.0,-0.36,0.0,EURUSD,,
3367644294,3410865786,1740678715,1740678715512,0,0,1001,3410865786,3,0.01,1.04127,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3367644639,3410866135,1740678719,1740678719037,1,1,0,3410442187,0,0.01,1.0413000000000001,0.0,0.0,-0.39,0.0,EURUSD,,
3367644827,3410866330,1740678720,1740678720959,1,1,0,3410445384,0,0.01,1.04132,0.0,0.0,-0.35,0.0,EURUSD,,
3367645113,3410866610,1740678723,1740678723232,1,1,0,3410450891,0,0.01,1.04127,0.0,0.0,-0.33,0.0,EURUSD,,
3367645855,3410867319,1740678725,1740678725872,0,0,1001,3410867319,3,0.01,1.04129,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3367647740,3410869168,1740678736,1740678736126,0,0,1001,3410869168,3,0.01,1.04123,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3367649401,3410870817,1740678746,1740678746462,0,0,1001,3410870817,3,0.01,1.04133,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3367650654,3410872029,1740678756,1740678756720,0,0,1001,3410872029,3,0.01,1.04138,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3367683225,3410904695,1740679067,1740679067595,1,1,1001,3410869168,5,0.01,1.04143,0.0,0.0,0.2,0.0,EURUSD,[tp 1.04143],
3367683460,3410904924,1740679069,1740679069199,1,1,1001,3410867319,5,0.01,1.04145,0.0,0.0,0.16,0.0,EURUSD,[tp 1.04145],
3367683551,3410905017,1740679070,1740679070420,1,1,1001,3410865786,5,0.01,1.04147,0.0,0.0,0.2,0.0,EURUSD,[tp 1.04147],
3367695536,3410917053,1740679200,1740679200181,1,1,1001,3410870817,5,0.01,1.04153,0.0,0.0,0.2,0.0,EURUSD,[tp 1.04153],
3367716258,3410937867,1740679402,1740679402501,1,1,1001,3410872029,4,0.01,1.04088,0.0,0.0,-0.5,0.0,EURUSD,[sl 1.04088],
3367749850,3410971378,1740679743,1740679743292,0,0,1001,3410971378,3,0.01,1.04077,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3367749896,3410971423,1740679743,1740679743548,0,0,1001,3410971423,3,0.01,1.04077,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3367750859,3410972386,1740679753,1740679753904,0,0,1001,3410972386,3,0.01,1.04073,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3367751400,3410972942,1740679764,1740679764176,0,0,1001,3410972942,3,0.01,1.04059,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3367752259,3410973793,1740679775,1740679775205,0,0,1001,3410973793,3,0.01,1.04057,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3367769502,3410991093,1740679915,1740679915570,1,1,1001,3410973793,5,0.01,1.04077,0.0,0.0,0.2,0.0,EURUSD,[tp 1.04077],
3367773090,3410994683,1740679950,1740679950576,1,1,1001,3410972942,5,0.01,1.04079,0.0,0.0,0.2,0.0,EURUSD,[tp 1.04079],
3367789997,3411011793,1740680145,1740680145360,1,1,1001,3410972386,5,0.01,1.04093,0.0,0.0,0.2,0.0,EURUSD,[tp 1.04093],
3367790244,3411012043,1740680148,1740680148919,1,1,1001,3410971378,5,0.01,1.04097,0.0,0.0,0.2,0.0,EURUSD,[tp 1.04097],
3367790245,3411012044,1740680148,1740680148919,1,1,1001,3410971423,5,0.01,1.04097,0.0,0.0,0.2,0.0,EURUSD,[tp 1.04097],
3367796457,3411018294,1740680223,1740680223082,0,0,1001,3411018294,3,0.01,1.04093,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3367797649,3411019488,1740680235,1740680235604,0,0,1001,3411019488,3,0.01,1.04074,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3367798170,3411020002,1740680245,1740680245879,0,0,1001,3411020002,3,0.01,1.04073,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3367798659,3411020489,1740680256,1740680256134,0,0,1001,3411020489,3,0.01,1.04083,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3367799335,3411021213,1740680266,1740680266393,0,0,1001,3411021213,3,0.01,1.04079,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3367806677,3411028620,1740680370,1740680370894,1,1,1001,3411020002,5,0.01,1.04093,0.0,0.0,0.2,0.0,EURUSD,[tp 1.04093],
3367806832,3411028774,1740680372,1740680372076,1,1,1001,3411019488,5,0.01,1.04094,0.0,0.0,0.2,0.0,EURUSD,[tp 1.04094],
3367807595,3411029479,1740680376,1740680376764,1,1,1001,3411021213,5,0.01,1.04099,0.0,0.0,0.2,0.0,EURUSD,[tp 1.04099],
3367832871,3411054823,1740680709,1740680709797,1,1,1001,3411018294,4,0.01,1.04043,0.0,0.0,-0.5,0.0,EURUSD,[sl 1.04043],
3367839362,3411061274,1740680765,1740680765523,0,0,1001,3411061274,3,0.01,1.0406,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3367840957,3411062862,1740680786,1740680786261,0,0,1001,3411062862,3,0.01,1.04065,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3367846545,3411068656,1740680860,1740680860767,1,1,1001,3411020489,4,0.01,1.04033,0.0,0.0,-0.5,0.0,EURUSD,[sl 1.04033],
3367879055,3411102993,1740681245,1740681245567,1,1,1001,3411061274,5,0.01,1.0408,0.0,0.0,0.2,0.0,EURUSD,[tp 1.04080],
3367879933,3411103925,1740681258,1740681258059,1,1,1001,3411062862,5,0.01,1.04085,0.0,0.0,0.2,0.0,EURUSD,[tp 1.04085],
3367896725,3411121171,1740681451,1740681451899,0,0,1001,3411121171,3,0.01,1.04107,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3367898091,3411122495,1740681462,1740681462155,0,0,1001,3411122495,3,0.01,1.04105,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3367899091,3411123495,1740681472,1740681472415,0,0,1001,3411123495,3,0.01,1.041,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3367899951,3411124368,1740681482,1740681482672,0,0,1001,3411124368,3,0.01,1.04114,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3367900742,3411125163,1740681492,1740681492940,0,0,1001,3411125163,3,0.01,1.04116,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3367901743,3411126153,1740681504,1740681504053,1,1,1001,3411123495,5,0.01,1.0412,0.0,0.0,0.2,0.0,EURUSD,[tp 1.04120],
3367901765,3411126170,1740681504,1740681504088,1,1,1001,3411122495,5,0.01,1.04125,0.0,0.0,0.2,0.0,EURUSD,[tp 1.04125],
3367901894,3411126299,1740681504,1740681504780,1,1,1001,3411121171,5,0.01,1.04127,0.0,0.0,0.2,0.0,EURUSD,[tp 1.04127],
3367904362,3411128771,1740681528,1740681528849,1,1,1001,3411124368,5,0.01,1.04134,0.0,0.0,0.2,0.0,EURUSD,[tp 1.04134],
3367904528,3411128940,1740681530,1740681530225,1,1,1001,3411125163,5,0.01,1.04136,0.0,0.0,0.2,0.0,EURUSD,[tp 1.04136],
3367912300,3411136738,1740681630,1740681630335,0,0,1001,3411136738,3,0.01,1.04141,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3367913137,3411137578,1740681640,1740681640588,0,0,1001,3411137578,3,0.01,1.04147,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3367913807,3411138255,1740681650,1740681650846,0,0,1001,3411138255,3,0.01,1.04141,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3367914938,3411139370,1740681661,1740681661143,0,0,1001,3411139370,3,0.01,1.04151,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3367915953,3411140384,1740681671,1740681671691,0,0,1001,3411140384,3,0.01,1.04148,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3367942761,3411167471,1740682002,1740682002396,1,1,1001,3411136738,5,0.01,1.04161,0.0,0.0,0.2,0.0,EURUSD,[tp 1.04161],
3367942766,3411167472,1740682002,1740682002401,1,1,1001,3411138255,5,0.01,1.04161,0.0,0.0,0.2,0.0,EURUSD,[tp 1.04161],
3367943406,3411168122,1740682012,1740682012106,0,0,1001,3411168122,3,0.01,1.04163,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3367944480,3411169244,1740682022,1740682022370,0,0,1001,3411169244,3,0.01,1.04152,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3367972794,3411197518,1740682344,1740682344601,1,1,1001,3411168122,4,0.01,1.0411299999999999,0.0,0.0,-0.5,0.0,EURUSD,[sl 1.04113],
3367973454,3411198177,1740682352,1740682352230,0,0,1001,3411198177,3,0.01,1.0411,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3367974585,3411199301,1740682366,1740682366861,1,1,1001,3411139370,4,0.01,1.04101,0.0,0.0,-0.5,0.0,EURUSD,[sl 1.04101],
3367974586,3411199302,1740682366,1740682366862,1,1,1001,3411169244,4,0.01,1.04102,0.0,0.0,-0.5,0.0,EURUSD,[sl 1.04102],
3367975113,3411199822,1740682372,1740682372483,0,0,1001,3411199822,3,0.01,1.04108,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3367976054,3411200817,1740682382,1740682382737,0,0,1001,3411200817,3,0.01,1.0411,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3367983893,3411208618,1740682477,1740682477655,1,1,0,3411200817,0,0.01,1.04144,0.0,0.0,0.34,0.0,EURUSD,,
3367984487,3411209212,1740682482,1740682482080,1,1,0,3411198177,0,0.01,1.04147,0.0,0.0,0.37,0.0,EURUSD,,
3367984644,3411209365,1740682483,1740682483104,0,0,1001,3411209365,3,0.01,1.04148,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3367984791,3411209511,1740682484,1740682484471,1,1,0,3411199822,0,0.01,1.04147,0.0,0.0,0.39,0.0,EURUSD,,
3367985759,3411210487,1740682493,1740682493357,0,0,1001,3411210487,3,0.01,1.04144,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3367986875,3411211601,1740682503,1740682503624,0,0,1001,3411211601,3,0.01,1.04132,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3367988149,3411212885,1740682520,1740682520638,1,1,1001,3411209365,4,0.01,1.04128,0.0,0.0,-0.2,0.0,EURUSD,[sl 1.04128],
3367988356,3411213097,1740682523,1740682523883,0,0,1001,3411213097,3,0.01,1.0413000000000001,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3367989072,3411213940,1740682531,1740682531634,1,1,1001,3411210487,4,0.01,1.04124,0.0,0.0,-0.2,0.0,EURUSD,[sl 1.04124],
3367989428,3411214273,1740682534,1740682534166,0,0,1001,3411214273,3,0.01,1.04123,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3367991348,3411216145,1740682551,1740682551190,1,1,1001,3411211601,4,0.01,1.04112,0.0,0.0,-0.2,0.0,EURUSD,[sl 1.04112],
3367991350,3411216146,1740682551,1740682551193,1,1,1001,3411213097,4,0.01,1.0411,0.0,0.0,-0.2,0.0,EURUSD,[sl 1.04110],
3367991553,3411216346,1740682554,1740682554428,0,0,1001,3411216346,3,0.01,1.04114,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3367992406,3411217241,1740682564,1740682564689,0,0,1001,3411217241,3,0.01,1.04119,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3368021625,3411246947,1740682983,1740682983377,1,1,1001,3411216346,5,0.01,1.04164,0.0,0.0,0.5,0.0,EURUSD,[tp 1.04164],
3368021788,3411247111,1740682985,1740682985143,0,0,1001,3411247111,3,0.01,1.04165,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3368021869,3411247207,1740682986,1740682986036,1,1,1001,3411137578,5,0.01,1.04167,0.0,0.0,0.2,0.0,EURUSD,[tp 1.04167],
3368022358,3411247682,1740682991,1740682991424,1,1,1001,3411140384,5,0.01,1.04168,0.0,0.0,0.2,0.0,EURUSD,[tp 1.04168],
3368022695,3411248020,1740682995,1740682995474,0,0,1001,3411248020,3,0.01,1.0417,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3368024016,3411249347,1740683005,1740683005801,0,0,1001,3411249347,3,0.01,1.04167,0.0,0.0,0.0,0.0,EURUSD,Spread-Based Ent,
3368024867,3411250201,1740683012,1740683012995,1,1,1001,3411217241,5,0.01,1.04169,0.0,0.0,0.5,0.0,EURUSD,[tp 1.04169],
